1.176838874816894531e-01,1.618682146072387695e+00,4.364311695098876953e+00,2.954009532928466797e+00,3.944201469421386719e-01,9.686160087585449219e-02
6.117715835571289062e-01,1.076436042785644531e+00,2.239104747772216797e+00,4.170859813690185547e+00,1.579220771789550781e+00,5.240297317504882812e-01
1.730824470520019531e+00,2.101251125335693359e+00,1.005201339721679688e+00,7.110308647155761719e+00,2.371677398681640625e+00,5.936627388000488281e-01
1.767668724060058594e-01,1.275584220886230469e+00,1.885425090789794922e+00,4.557878494262695312e+00,1.891011476516723633e+00,1.033439159393310547e+00
6.610956192016601562e-01,6.874418258666992188e-01,1.995670318603515625e+00,3.227750301361083984e+00,1.151793003082275391e+00,1.831257343292236328e+00
1.942887306213378906e-01,8.674070835113525391e-01,5.848169326782226562e-01,3.038993358612060547e+00,1.297268629074096680e+00,1.670795202255249023e+00
8.040075302124023438e-01,4.036679267883300781e-01,5.786913394927978516e+00,4.542984485626220703e+00,1.997111797332763672e+00,1.414469718933105469e+00
1.232232570648193359e+00,5.160496234893798828e-01,7.884168624877929688e-02,2.555144786834716797e+00,1.065846204757690430e+00,1.409740447998046875e-01
2.260479450225830078e+00,2.921175956726074219e-01,1.444454193115234375e+00,4.165198326110839844e+00,3.371476173400878906e+00,1.386294364929199219e-01
1.038459777832031250e+00,5.072150230407714844e-01,2.143000364303588867e+00,8.385452270507812500e+00,1.543405532836914062e+00,6.611657142639160156e-01
7.627415657043457031e-01,4.233045578002929688e-01,4.841740131378173828e+00,2.611520767211914062e+00,3.902008533477783203e-01,3.756241798400878906e-01
1.967644691467285156e-01,1.425543785095214844e+00,1.850624084472656250e+00,2.157885313034057617e+00,1.458239078521728516e+00,2.742018699645996094e-01
7.538113594055175781e-01,8.655090332031250000e-01,2.108259201049804688e-01,3.961498737335205078e-01,1.798255443572998047e+00,2.679166793823242188e-01
1.296004772186279297e+00,1.205462455749511719e+00,5.683412551879882812e-01,4.403429031372070312e+00,3.072204589843750000e-01,5.256316661834716797e-01
1.127872467041015625e+00,5.556364059448242188e-01,3.702154159545898438e-01,1.709387063980102539e+00,2.078200817108154297e+00,1.198035597801208496e+00
1.150248527526855469e+00,1.688070297241210938e-01,1.051910161972045898e+00,1.810424089431762695e+00,2.465959072113037109e+00,2.072281837463378906e-01
4.088633060455322266e-01,6.841740608215332031e-01,2.452558517456054688e+00,2.710939645767211914e+00,4.041407108306884766e-01,1.744911670684814453e-01
2.050005912780761719e+00,4.459395408630371094e-01,1.047836303710937500e+00,2.446701049804687500e+00,1.312117099761962891e+00,5.756142139434814453e-01
8.948669433593750000e-01,1.191311836242675781e+00,8.139040470123291016e-01,4.917694091796875000e+00,3.964786529541015625e-01,5.441825389862060547e-01
9.986839294433593750e-01,3.386635780334472656e-01,3.653717279434204102e+00,6.383636474609375000e+00,7.880966663360595703e-01,8.329043388366699219e-01
1.130638599395751953e+00,4.623713493347167969e-01,1.908673763275146484e+00,3.345957279205322266e+00,4.069430828094482422e+00,1.792752981185913086e+00
2.515137195587158203e+00,2.036283016204833984e+00,4.181449413299560547e-01,2.656900882720947266e+00,2.159049987792968750e+00,9.666681289672851562e-01
5.304522514343261719e-01,2.395849704742431641e+00,8.843626976013183594e-01,4.034463882446289062e+00,3.101542949676513672e+00,8.983769416809082031e-01
4.365448951721191406e-01,3.314003944396972656e-01,3.874764442443847656e-01,4.668717384338378906e+00,2.796405315399169922e+00,4.972765445709228516e-01
2.556924343109130859e+00,2.280157327651977539e+00,1.228100776672363281e+00,7.109749794006347656e+00,7.283241748809814453e-01,6.269965171813964844e-01
3.878650665283203125e-01,8.515806198120117188e-01,2.070950031280517578e+00,5.732140064239501953e+00,1.415781974792480469e+00,7.833137512207031250e-01
6.405377388000488281e-01,1.880270481109619141e+00,1.146976470947265625e+00,3.193579196929931641e+00,2.338358402252197266e+00,1.176794648170471191e+00
1.270461082458496094e-01,2.001320123672485352e+00,1.466372013092041016e+00,7.310891628265380859e+00,2.003140449523925781e+00,3.975539207458496094e-01
2.715545654296875000e+00,7.113456726074218750e-03,1.540120601654052734e+00,6.884737014770507812e+00,3.320706844329833984e+00,1.329360961914062500e+00
7.701020240783691406e-01,1.289348602294921875e-01,8.257102966308593750e-01,8.326569557189941406e+00,4.850598335266113281e+00,2.201017856597900391e+00
3.012809753417968750e-01,1.338138580322265625e+00,3.348208904266357422e+00,4.368700027465820312e+00,1.153268814086914062e-01,8.972945213317871094e-01
4.422364234924316406e-01,5.838418006896972656e-01,2.059448003768920898e+00,2.554540395736694336e+00,9.569835662841796875e-01,3.043067455291748047e-01
1.197323799133300781e-01,1.235973119735717773e+00,2.204873085021972656e+00,6.459867477416992188e+00,6.040539741516113281e-01,6.543927192687988281e-01
8.379645347595214844e-01,2.284865856170654297e+00,2.613963127136230469e+00,6.639409542083740234e+00,6.787047386169433594e-01,6.378407478332519531e-01
4.076614379882812500e-01,2.457828521728515625e+00,2.042073011398315430e+00,2.921706676483154297e+00,1.266785621643066406e+00,1.341979026794433594e+00
2.148373603820800781e+00,4.465875625610351562e-01,3.325071334838867188e-01,5.520380020141601562e+00,1.634649753570556641e+00,8.823282718658447266e-01
1.948986530303955078e+00,3.634352684020996094e-01,4.745755195617675781e-01,5.316335678100585938e+00,2.730918407440185547e+00,9.152035713195800781e-01
6.024770736694335938e-01,1.939774036407470703e+00,5.256338119506835938e-01,7.522683620452880859e+00,1.472391128540039062e+00,1.531100273132324219e-02
3.591394424438476562e-02,3.015981674194335938e+00,3.424185276031494141e+00,6.189390182495117188e+00,1.679652690887451172e+00,7.714991569519042969e-01
1.248806953430175781e+00,4.222455024719238281e-01,1.733520507812500000e+00,5.407129764556884766e+00,2.774246692657470703e+00,1.635180473327636719e+00
1.434177875518798828e+00,2.754622936248779297e+00,2.418837547302246094e-01,2.368110895156860352e+00,2.002421617507934570e+00,1.253760099411010742e+00
3.010635375976562500e-01,1.426766633987426758e+00,2.957038402557373047e+00,5.152006149291992188e+00,1.551761627197265625e-01,1.789580583572387695e-01
9.192690849304199219e-01,4.829931259155273438e-02,1.159193038940429688e+00,6.664973258972167969e+00,2.752246379852294922e+00,3.760199546813964844e-01
2.641426086425781250e+00,1.827799797058105469e+00,2.451590061187744141e+00,4.627724647521972656e+00,2.502120971679687500e+00,1.154695749282836914e+00
2.519799709320068359e+00,9.404916763305664062e-01,1.185870885848999023e+00,2.979732275009155273e+00,3.606270790100097656e+00,2.442588806152343750e-01
1.881802558898925781e+00,2.740097522735595703e+00,7.216024398803710938e-01,6.417946815490722656e+00,2.745228528976440430e+00,1.975303173065185547e+00
3.987355232238769531e-01,1.826867341995239258e+00,9.951267242431640625e-01,4.240765571594238281e+00,3.486730575561523438e+00,5.841360092163085938e-01
2.544497013092041016e+00,7.927289009094238281e-01,3.570643901824951172e+00,5.419042587280273438e+00,2.988364696502685547e+00,1.156394004821777344e+00
9.716482162475585938e-01,1.053211212158203125e+00,1.757546424865722656e+00,5.677052497863769531e+00,1.759426593780517578e+00,9.641132354736328125e-01
1.169528007507324219e+00,9.415297508239746094e-01,1.139778614044189453e+00,3.226195335388183594e+00,9.177656173706054688e-01,6.108791828155517578e-01
2.422191143035888672e+00,6.471567153930664062e-01,1.560684680938720703e+00,5.701166152954101562e+00,2.532496452331542969e+00,8.007721900939941406e-01
1.690441608428955078e+00,1.048594713211059570e+00,2.720878124237060547e+00,5.877870559692382812e+00,1.895079135894775391e+00,5.188550949096679688e-01
5.174603462219238281e-01,8.549399375915527344e-01,1.909294128417968750e-01,3.278121471405029297e+00,5.620567798614501953e-01,2.135785579681396484e+00
3.493542671203613281e-01,7.209799289703369141e-01,9.216411113739013672e-01,6.934046745300292969e-01,2.296121597290039062e+00,2.036242485046386719e+00
5.404334068298339844e-01,9.758441448211669922e-01,2.738758087158203125e+00,6.536093711853027344e+00,2.141619682312011719e+00,1.482017993927001953e+00
2.249882698059082031e+00,8.962254524230957031e-01,5.973815917968750000e-01,5.469696998596191406e+00,8.357095718383789062e-02,2.854448556900024414e-01
6.752066612243652344e-01,1.859750747680664062e-01,1.277770996093750000e+00,2.207736730575561523e+00,1.476301193237304688e+00,1.005417108535766602e+00
1.514417648315429688e+00,1.696593284606933594e+00,1.904551029205322266e+00,2.015727996826171875e+00,8.402295112609863281e-01,8.142862319946289062e-01
1.070605754852294922e+00,3.762063980102539062e-01,3.371529579162597656e-01,6.971408843994140625e+00,1.788249492645263672e+00,1.255702495574951172e+00
3.945493698120117188e-01,3.283828973770141602e+00,1.238643646240234375e+00,4.240754604339599609e+00,2.035207271575927734e+00,1.045814037322998047e+00
1.386000156402587891e+00,1.294273376464843750e+00,9.741334915161132812e-01,6.484136581420898438e+00,9.859404563903808594e-01,1.194230794906616211e+00
5.576786994934082031e-01,1.204196453094482422e+00,3.438221931457519531e+00,7.491334915161132812e+00,2.270058631896972656e+00,3.536663055419921875e-01
5.721092224121093750e-03,1.439175605773925781e-01,7.877802848815917969e-01,4.375245094299316406e+00,1.041325330734252930e+00,9.875750541687011719e-02
1.828131675720214844e-01,2.342519760131835938e+00,1.967715740203857422e+00,7.870852470397949219e+00,1.000132560729980469e+00,1.473851442337036133e+00
8.472394943237304688e-02,7.131910324096679688e-02,7.799797058105468750e-01,5.125696182250976562e+00,3.337739467620849609e+00,7.039313316345214844e-01
9.072971343994140625e-02,1.746483325958251953e+00,2.876066207885742188e+00,4.317746162414550781e+00,5.907883644104003906e-01,7.487912178039550781e-01
1.077683448791503906e+00,3.847540855407714844e+00,7.818689346313476562e-01,3.455399990081787109e+00,2.110295295715332031e+00,1.513635158538818359e+00
3.182465553283691406e+00,9.930467605590820312e-01,2.704569816589355469e+00,7.649310588836669922e+00,1.110188484191894531e+00,1.379369258880615234e+00
2.527136325836181641e+00,4.952597618103027344e-02,1.563817501068115234e+00,5.563218593597412109e+00,1.848185539245605469e+00,1.008904933929443359e+00
3.591566085815429688e-01,1.997973918914794922e+00,1.033973693847656250e-01,7.310919761657714844e+00,8.227205276489257812e-01,1.041560888290405273e+00
1.526662826538085938e+00,1.789729595184326172e-01,1.379482269287109375e+00,5.012563228607177734e+00,1.410550117492675781e+00,2.414801836013793945e+00
