1.419887542724609375e-01,1.812405586242675781e-01,2.485103607177734375e-01,4.737665355205535889e-01,1.995189785957336426e-01
1.397409439086914062e-01,1.085644364356994629e-01,2.397906780242919922e-01,2.889007925987243652e-01,1.735845208168029785e-01
1.478049755096435547e-01,1.780210137367248535e-01,1.092261075973510742e-01,1.172733306884765625e-02,2.103993296623229980e-01
1.607964038848876953e-01,1.184346079826354980e-01,5.550158023834228516e-02,4.808068275451660156e-03,1.701911687850952148e-01
8.472442626953125000e-03,7.625091075897216797e-02,2.916204929351806641e-01,3.485230207443237305e-01,2.753837704658508301e-01
1.984792947769165039e-02,1.190638542175292969e-01,2.599802613258361816e-01,2.518805265426635742e-01,3.193097412586212158e-01
4.851871728897094727e-02,3.527200222015380859e-02,3.305683732032775879e-01,2.222630977630615234e-01,1.305563449859619141e-01
9.152066707611083984e-02,2.380032837390899658e-01,1.051596105098724365e-01,3.402520418167114258e-01,1.407584547996520996e-01
1.702988147735595703e-02,1.930817961692810059e-01,3.361453115940093994e-01,2.081887722015380859e-01,1.224520206451416016e-01
9.374153614044189453e-02,1.813438534736633301e-01,3.269124925136566162e-01,2.884713411331176758e-01,1.002283692359924316e-01
2.575617432594299316e-01,2.507321834564208984e-01,2.448981106281280518e-01,2.450894117355346680e-01,1.169038414955139160e-01
6.535822153091430664e-02,2.741573452949523926e-01,3.703390061855316162e-01,0.000000000000000000e+00,1.239231228828430176e-01
1.147024631500244141e-01,8.965677022933959961e-02,1.326206326484680176e-01,0.000000000000000000e+00,1.421908736228942871e-01
9.732347726821899414e-02,1.697002053260803223e-01,2.477468848228454590e-01,5.703026056289672852e-02,2.045348882675170898e-01
1.388850212097167969e-01,1.362850069999694824e-01,1.822907924652099609e-01,4.423683881759643555e-02,3.112502694129943848e-01
1.056625843048095703e-01,1.548796892166137695e-01,2.083448767662048340e-01,9.181630611419677734e-02,2.645037174224853516e-01
1.374382972717285156e-01,2.112877368927001953e-01,1.412374973297119141e-01,3.400504589080810547e-02,2.527297735214233398e-01
1.999725103378295898e-01,2.043384909629821777e-01,4.964923858642578125e-02,1.298015117645263672e-01,2.663639783859252930e-01
3.872241973876953125e-01,2.158709168434143066e-01,7.704776525497436523e-02,1.228767633438110352e-02,1.475815773010253906e-01
3.458437919616699219e-01,2.082027792930603027e-01,1.181690692901611328e-01,9.876847267150878906e-03,1.472584009170532227e-01
3.566087484359741211e-01,2.073377370834350586e-01,2.027809917926788330e-01,1.180548667907714844e-01,2.599456310272216797e-01
3.409540653228759766e-01,1.072715520858764648e-01,7.687389850616455078e-03,5.729925632476806641e-02,2.389171123504638672e-01
1.360889673233032227e-01,1.840168237686157227e-02,3.498075604438781738e-01,7.615447044372558594e-02,5.047401189804077148e-01
1.113566756248474121e-01,1.061413884162902832e-01,3.808021545410156250e-01,9.260070323944091797e-02,1.187760531902313232e-01
1.065642833709716797e-01,1.514228880405426025e-01,2.429397106170654297e-01,9.308284521102905273e-02,1.979159414768218994e-01
1.636196970939636230e-01,1.471759080886840820e-01,2.084356546401977539e-01,1.351403295993804932e-01,6.826305389404296875e-02
1.382416188716888428e-01,2.365672588348388672e-02,1.459001302719116211e-01,1.111278533935546875e-01,1.999999880790710449e-01
2.310589551925659180e-01,1.449092626571655273e-01,9.923273324966430664e-02,1.634755134582519531e-01,1.852426528930664062e-01
1.009473800659179688e-01,1.992974281311035156e-01,1.891233623027801514e-01,1.920709013938903809e-02,1.999999880790710449e-01
6.127595901489257812e-03,9.140533208847045898e-02,1.232796311378479004e-01,1.758611798286437988e-01,1.838687062263488770e-01
5.762040615081787109e-02,9.896671772003173828e-02,1.512209773063659668e-01,2.412167787551879883e-01,7.126760482788085938e-02
7.143557071685791016e-02,9.063631296157836914e-02,2.504178285598754883e-01,2.225337028503417969e-01,1.967476010322570801e-01
5.310624837875366211e-02,8.516937494277954102e-02,1.756166517734527588e-01,2.367581129074096680e-01,5.122005939483642578e-02
9.057193994522094727e-02,7.709556818008422852e-02,2.157400846481323242e-01,6.416109204292297363e-01,6.609499454498291016e-03
1.070235371589660645e-01,8.556884527206420898e-02,2.234391570091247559e-01,3.736114501953125000e-01,3.287278711795806885e-01
1.459140777587890625e-01,3.568190336227416992e-02,2.113842964172363281e-02,3.750000000000000000e-01,2.465110421180725098e-01
1.190780401229858398e-01,4.331201314926147461e-02,2.491823434829711914e-01,3.750000000000000000e-01,3.671348094940185547e-03
9.661948680877685547e-02,5.259281396865844727e-02,6.556648015975952148e-02,3.054802417755126953e-01,4.811394214630126953e-02
1.828321218490600586e-01,6.055837869644165039e-02,6.367379426956176758e-02,1.390049457550048828e-01,1.786812841892242432e-01
8.861839771270751953e-02,7.078450918197631836e-02,4.546463489532470703e-02,6.618261337280273438e-03,1.529304087162017822e-01
2.590984106063842773e-02,5.628341436386108398e-02,2.579611539840698242e-01,9.045112133026123047e-02,5.982470512390136719e-02
8.878451585769653320e-02,7.327374815940856934e-02,2.202951014041900635e-01,1.080591082572937012e-01,8.583933115005493164e-02
1.795315742492675781e-02,3.334891796112060547e-02,3.382313549518585205e-01,1.349840164184570312e-01,6.078320741653442383e-02
1.762214303016662598e-01,4.087185859680175781e-02,5.142570734024047852e-01,7.730376720428466797e-02,6.548500061035156250e-02
5.155393481254577637e-02,1.378548145294189453e-02,9.477487206459045410e-02,1.369200348854064941e-01,1.999999880790710449e-01
6.405365467071533203e-02,1.356554031372070312e-02,2.414100468158721924e-01,2.100390195846557617e-01,1.999999880790710449e-01
8.125549554824829102e-02,6.974208354949951172e-02,2.147583961486816406e-01,4.069024920463562012e-01,1.999999880790710449e-01
2.716526389122009277e-02,4.167628288269042969e-02,4.126232862472534180e-02,2.257543206214904785e-01,9.650784730911254883e-02
2.826802134513854980e-01,7.759928703308105469e-04,2.153655886650085449e-01,1.428531408309936523e-01,1.398273706436157227e-01
3.547356128692626953e-01,1.252080202102661133e-01,1.332011818885803223e-01,1.392472684383392334e-01,2.495622634887695312e-02
2.305041551589965820e-01,4.606255888938903809e-01,1.660854816436767578e-01,6.099778413772583008e-02,9.620964527130126953e-03
3.641347885131835938e-01,6.602734327316284180e-02,8.342260122299194336e-02,1.551949977874755859e-02,3.328949213027954102e-02
9.758019447326660156e-02,5.999815464019775391e-02,6.190827488899230957e-02,1.383489370346069336e-02,2.545153200626373291e-01
7.371711730957031250e-02,7.967209815979003906e-02,3.477394580841064453e-03,8.813261985778808594e-02,2.408345639705657959e-01
1.626229286193847656e-01,7.373213768005371094e-02,4.895234107971191406e-02,1.721140146255493164e-01,3.854879736900329590e-01
1.911848783493041992e-02,4.763931035995483398e-02,1.612591743469238281e-02,3.880101442337036133e-01,2.174009680747985840e-01
